Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Yvonne West Fine Art Studio,null,"Yvonne West Fine Art Studio is a museums and institutions company based out of 46 Douglas St, Hobartville, Australia.",null,Museums and Institutions,null,http://yvonnewestfineart.com,null,null,null,https://www.linkedin.com/company/yvonne-west-fine-art-studio/,"46 Douglas St, Hobartville NSW 2753, Australia",-33.6014076,150.7397933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Micky Barlow,null,"Micky Barlow is a museums and institutions company based out of 138 Main Rd, McLaren Vale, Australia.",null,Museums and Institutions,null,http://mickybarlow.com.au,null,null,null,https://www.linkedin.com/company/micky-barlow/,"122 Main Rd, McLaren Vale SA 5171, Australia",-35.217926,138.5430799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Conversation Bitz,null,"Conversation Bitz is a museums and institutions company based out of SHOP 1B/60 Railway St, Mudgeeraba, Australia.",null,Museums and Institutions,null,http://conversationbitz.com.au,null,null,null,https://www.linkedin.com/company/conversation-bitz/,"SHOP 1B/60 Railway St, Mudgeeraba QLD 4213, Australia",-28.078995,153.3653465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Local Images Penola Art Gallery,null,"Local Images Penola Art Gallery is a museums and institutions company based out of 55 Church St, Penola, Australia.",null,Museums and Institutions,null,http://localimagespenola.com,null,null,null,https://www.linkedin.com/company/local-images-penola-art-gallery/,"55 Church St, Penola SA 5277, Australia",-37.3781707,140.8370704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Sikh,null,"The Australian Sikh Heritage Trail provides visitors with information about the history and heritage of Australian Sikhs, as well as information about Whadjuk Noongar culture and the Canning River.",null,Museums and Institutions,null,http://australiansikhheritage.com,null,null,null,https://www.linkedin.com/company/australian-sikh/,"4/18 Meurants Ln, Glenwood NSW 2768, Australia",-33.737993,150.9199508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Mango House of Arts,null,"The Mango House of Arts is a museums and institutions company based out of 566 Mount Crosby Rd, Mount Crosby, Australia.",null,Museums and Institutions,null,http://themangohouse.com.au,null,null,null,https://www.linkedin.com/company/the-mango-house-of-arts/,"566 Mount Crosby Rd, Mount Crosby QLD 4306, Australia",-27.5536986,152.8063228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Onyx Gallery,null,"Onyx Gallery is a museums and institutions company based out of 9/3 Fermont Rd, Underwood, Australia.",null,Museums and Institutions,null,http://onyxgallery.com.au,null,null,null,https://www.linkedin.com/company/onyx-gallery/,"Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",3.1270963,101.6165176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Port Augusta Cultural Centre,null,"Port Augusta Cultural Centre is a museums and institutions company based out of 6 Beauchamp Ln, Port Augusta, Australia.",null,Museums and Institutions,null,http://yartapurtli.com.au,null,null,null,https://www.linkedin.com/company/port-augusta-cultural-centre/,"6 Beauchamp Ln, Port Augusta SA 5700, Australia",-32.4914773,137.7629375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aesthetic Precision,null,"Aesthetic Precision is a museums and institutions company based out of 22 Gilmour St, Coburg, Australia.",null,Museums and Institutions,null,http://aestheticprecision.com.au,null,null,null,https://www.linkedin.com/company/aesthetic-precision/,"#11-90, 8 Eu Tong Sen St, The Central, Singapore 059818",1.2891137,103.8466671,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Waragil Studios @ Blackheath,null,"Waragil Studios @ Blackheath is a museums and institutions company based out of 8 Govetts Leap Rd, Blackheath, Australia.",null,Museums and Institutions,null,http://waragilstudios.com.au,null,null,null,https://www.linkedin.com/company/waragil-studios-blackheath/,"8 Govetts Leap Rd, Blackheath NSW 2785, Australia",-33.6354518,150.2852751,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Gwalia Museum,null,"Gwalia Museum is a museums and institutions company based out of 16A Tower St, Leonora, Australia.",null,Museums and Institutions,null,http://leonora.wa.gov.au,null,null,null,https://www.linkedin.com/company/gwalia-museum/,"16A Tower St, Leonora WA 6438, Australia",-28.9145334,121.3335074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
artcollection.com.au,null,"artcollection.com.au is a museums and institutions company based out of 12 Kent St, Millers Point, Australia.",null,Museums and Institutions,null,http://artcollection.com.au,null,null,null,https://www.linkedin.com/company/artcollection.com.au/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
George Kosturkov,null,"George Kosturkov is a museums and institutions company based out of 588 Great Eastern Hwy, Darlington, Australia.",null,Museums and Institutions,null,http://kosturkov.com.au,null,null,null,https://www.linkedin.com/company/george-kosturkov/,"588 Great Eastern Hwy, Darlington WA 6070, Australia",-31.9006436,116.0625587,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
johnmutsaers,null,"johnmutsaers is a museums and institutions company based out of 9 Churchill Cres, Inverloch, Australia.",null,Museums and Institutions,null,http://johnmutsaers.com,null,null,null,https://www.linkedin.com/company/johnmutsaers/,"9 Churchill Cres, Inverloch VIC 3996, Australia",-38.6364752,145.7198767,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dreadful maps,null,"dreadful maps is a museums and institutions company based out of 87 Crown St, Wollongong, Australia.",null,Museums and Institutions,null,http://dreadfulmaps.com,null,null,null,https://www.linkedin.com/company/dreadful-maps/,"87 Crown St, Wollongong NSW 2500, Australia",-34.4259257,150.8982379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aboriginal & Pacific Art Gallery,null,"About twenty years ago there came to Yirrkala, in remote Arnhem Land, a letter addressed to the Aboriginal artist living there, written by Picasso. It said: 'I admire and envy your art'. Since then the work of Mawalan, Madaman, Nanyin, Birrigidi, Djawa, Dawdi, Malangi, Yirrwalla and many other Yulngor artists has captured the attention of the international art world. For this is the art of a people whose occupation of this area has been established at 40,000 years or more. The art is unique, in as much as it is one of the oldest primitive arts surviving in the world today. In addition, anthropologists have long considered the Yulngor to possess the most complex social structure amongst all native peoples. This is reflected in the complexity of their art. The bark paintings, as well as being the art of the Yulngor, are also their theology, history and literature.",null,Museums and Institutions,null,http://artoceanic.com,null,null,null,https://www.linkedin.com/company/aboriginal-&-pacific-art-gallery/,"Malaysia, Johor, Sungai Temon邮政编码: 81200",1.4605252,103.7044938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sandringham and District Historical Society Inc,null,"Sandringham and District Historical Society Inc is a museums and institutions company based out of 62 Bay Rd, Sandringham, Australia.",null,Museums and Institutions,null,http://sandringhamhistorical.org.au,null,null,null,https://www.linkedin.com/company/sandringham-and-district-historical-society-inc/,"62 Bay Rd, Sandringham VIC 3191, Australia",-37.9522863,145.0068884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
All Fired Up Ceramic Cafe,null,"All Fired Up Ceramic Cafe is a museums and institutions company based out of 568 Hampton St, Hampton, Australia.",null,Museums and Institutions,null,http://afu.com.au,null,null,null,https://www.linkedin.com/company/all-fired-up-ceramic-cafe/,"568 Hampton St, Hampton VIC 3188, Australia",-37.9317381,145.0037802,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Claire Layman Art,null,"Claire Layman Art is a museums and institutions company based out of 4/634-640 Elizabeth St, Melbourne, Australia.",null,Museums and Institutions,null,http://clairelayman.com,null,null,null,https://www.linkedin.com/company/claire-layman-art/,"4/634-640 Elizabeth St, Melbourne VIC 3000, Australia",-37.8034371,144.958652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5th Element Art Glass Studio,null,"I am always happy to discuss my work and the studio. While I have been a potter for thirty five years, it is only in more recent years that I have started to work with glass. The inclusion of fused glass with air-brushed pottery adds a unique quality to my pieces.",null,Museums and Institutions,null,http://5thelementstudio.com.au,null,null,null,https://www.linkedin.com/company/5th-element-art-glass-studio/,"40 Gavins Gully Ct, Dardanup West WA 6236, Australia",-33.3955425,115.7173159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Rang Art Studio,null,"Rang Art Studio is a museums and institutions company based out of 18-20 Great Western Hwy, Parramatta, Australia.",null,Museums and Institutions,null,http://rangartstudio.com,null,null,null,https://www.linkedin.com/company/rang-art-studio/,"18-20 Great Western Hwy, Parramatta NSW 2150, Australia",-33.8196637,151.0023482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Coffee House Project,null,"Coffee House Project is a museums and institutions company based out of 1/114 Flinders St, Melbourne, Australia.",null,Museums and Institutions,null,http://coffeehouseproject.com.au,null,null,null,https://www.linkedin.com/company/coffee-house-project/,"265 Bukit Batok East Ave 4, #01-405, Singapore 650265",1.3498661,103.7595686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Toowoomba Art,null,"The Toowoomba Art Club was established in 1925 by a small group of women in the studio of a painter, Miss Else Aebi. The Club's aims were 'to promote among its members education in pictorial art', 'foster friendly intercourse' and 'assist members with expert advice', to be achieved through 'monthly meetings, lectures and demonstrations'. The emphasis then as now was on painting and drawing. Membership was 5 shillings per annum.",null,Museums and Institutions,null,http://toowoombaartsociety.com.au,null,null,null,https://www.linkedin.com/company/toowoomba-art/,"1 Godsall St, East Toowoomba QLD 4350, Australia",-27.558338,151.962247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Rediscover Ceramics,null,"Rediscover Ceramics is a museums and institutions company based out of 6 Jack Rd, Wattle Grove, Australia.",null,Museums and Institutions,null,http://rediscovering.com.au,null,null,null,https://www.linkedin.com/company/rediscover-ceramics/,"6 Jack Rd, Wattle Grove WA 6107, Australia",-32.007558,116.024184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JDP Art Gallery,null,"This website is operated by Jaime Dormer Photography. Throughout the site, the terms 'we', 'us' and 'our' refer to Jaime Dormer Photography. Jaime Dormer Photography offers this website, including all information, tools and services available from this site to you, the user, conditioned upon your acceptance of all terms, conditions, policies and notices stated here.",null,Museums and Institutions,null,http://jdpgallery.com.au,null,null,null,https://www.linkedin.com/company/jdp-art-gallery/,"Unit 15 & 16/7 United Rd, Ashmore QLD 4214, Australia",-27.9784746,153.3827809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Michael Leeworthy Gallery,null,"Michael Leeworthy Gallery is a museums and institutions company based out of 133 Shoreham Rd, Red Hill South, Australia.",null,Museums and Institutions,null,http://michaelleeworthy.com.au,null,null,null,https://www.linkedin.com/company/michael-leeworthy-gallery/,"133 Shoreham Rd, Red Hill South VIC 3937, Australia",-38.382772,145.023109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Llama Farma,null,"Llama Farma is a museums and institutions company based out of 140 Christmas Hills Rd, Elizabeth Town, Australia.",null,Museums and Institutions,null,http://llamafarma.com.au,null,null,null,https://www.linkedin.com/company/llama-farma/,"140 Christmas Hills Rd, Elizabeth Town TAS 7304, Australia",-41.471106,146.6016094,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Shearwater Studio,null,"We are an independently owned and operated studio gallery located at Cape Woolamai, Phillip Island. Established in 2006 the gallery is quickly becoming an arts hub for local established and emerging artists. Regular classes, workshops and exhibitions are held in the spacious, well lit studio. Within walking distance of the picturesque Cape Woolamai Surf Beach and surrounded by lovely gardens Shearwater Studio is the perfect location to enjoy the beach atmosphere and a warm drink while viewing Australian Contemporary and Traditional",null,Museums and Institutions,null,http://shearwaterstudio.com.au,null,null,null,https://www.linkedin.com/company/shearwater-studio/,"83 Lantana Rd, Phillip Island VIC 3925, Australia",-38.5265045,145.3270185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Priory at Bingie,null,"The Priory at Bingie is a museums and institutions company based out of 67 Priory Ln, Bingie, Australia.",null,Museums and Institutions,null,http://bingie.com,null,null,null,https://www.linkedin.com/company/the-priory-at-bingie/,"67 Priory Ln, Bingie NSW 2537, Australia",-36.0168462,150.1407205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Design Files Open House,null,"The Design Files Open House is a museums and institutions company based out of 5 Bennett Pl, Surry Hills, Australia.",null,Museums and Institutions,null,http://thedesignfilesopenhouse.com,null,null,null,https://www.linkedin.com/company/the-design-files-open-house/,"5 Bennett Pl, Surry Hills NSW 2010, Australia",-33.8860637,151.2163007,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Chinese Ex-Services,"Sydney,   AU","The Australian Chinese Ex Services is an organisation aimed to support and celebrate fellow Australians of Chinese decent who have played a part in defending the Australian national interest. This includes former and current members of the Australian armed forces. As well as civil servants such as police, paramedics, fire fighters and SES. The organisation was originally founded as a national reunion for Australian Chinese who have fought in war. The reunion has since evolved into a larger support network aimed to bring together Australian’s of Chinese decent who have served or is currently serving Australia. From the battle fields to the streets.",422047929,Museums and Institutions,0-1 employees,http://monumentaustralia.org.au/themes/conflict/multiple/display/23154-australian-chinese-ex-services-monument,null,Nonprofit,null,https://www.linkedin.com/company/australian-chinese-ex-services/,"null, Sydney, null, null, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Josephine Walsh Digital Communications,"Canberra, Canberra, ACT 2601, AU","Josephine Walsh is a passionate digital storyteller with a deep love of the arts. For the past seven years, she’s pursued her passion of connecting people with cultural organisations. She believes that the best digital strategies build genuine, two-way and lasting relationships between institutions and their audiences. Josephine is adept at:* building and fostering communities on social media platforms, * producing exceptional campaigns that engage meaningfully with audiences, * enabling and guiding organisations to harness the power of their social media.Josephine will be based in London from mid-March 2018. She is highly-skilled and experienced in working remotely.",null,Museums and Institutions,0-1 employees,null,"Canberra, ACT",Self-Employed,2017,https://www.linkedin.com/company/josephine-walsh-digital-communications/,"Canberra, Canberra, ACT, 2601, AU",-35.28078,149.1314,Canberra,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Ten Thousand Paces,"shop 10, Springetts Arcade, 302, Bowral, NSW 2576, AU","Ten Thousand Paces is a hybrid gallery / shop / arts project in the busy regional town of Bowral in the Southern Highlands of NSW. 
We celebrate “the local” in an increasingly global world. There is an exhibition space alongside a core group of permanent artists, designers, cool crafters and makers. To be involved all artists have to live and work nearby, hence the name of the project, Ten Thousand Paces, which is the distance that most of us live, work, and build our creative community. Founded by Hamish Ta-mé in 2014 we have achieved national recognition for our exhibition schedule, workshop programs and the role we take in regional leadership in the arts.",null,Museums and Institutions,11-50 employees,http://www.tenthousandpaces.com,"Bowral, NSW",Privately Held,2014,https://www.linkedin.com/company/ten-thousand-paces/,"shop 10, Springetts Arcade, Bowral, NSW, 2576, AU",-34.47676,150.41818,Bowral,Main gallery,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Avalon Beach Historical Society,"15 Bowling Green Lane, Avalon Beach, New South Wales 2107, AU","The Avalon Beach Historical Society was formed in September 1983 with the main aim of collecting the history of our immediate area – pictorially, literally and in the oral history form. We have an extensive and comprehensive photographic collection which covers many of the eras, areas and events along many hours of oral history recorded directly from residents who recalled earlier Avalon Beach in the first person for us.",null,Museums and Institutions,2-10 employees,http://abhs.org.au,"Avalon Beach, New South Wales",Nonprofit,1983,https://www.linkedin.com/company/avalon-beach-historical-society/,"15 Bowling Green Lane, Avalon Beach, New South Wales, 2107, AU",-33.629284,151.31609,Avalon Beach,Avalon Beach,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Brighton Historical Society,null,null,null,Museums and Institutions,null,http://brightonhistorical.org.au,null,null,null,https://www.linkedin.com/company/brighton-historical-society/,"Corner Carpenter and Wilson Streets, Brighton VIC 3186, Australia",-37.911061,144.9987466,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Freshwater Bay Museum,null,null,null,Museums and Institutions,null,http://freshwaterbaymuseum.com.au,"Claremont, Western Australia",null,null,https://www.linkedin.com/company/freshwater-bay-museum/,"66 Victoria Ave, Claremont WA 6010, Australia",-31.9904269,115.7870584,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
National Museum of Australian Pottery,null,null,null,Museums and Institutions,null,http://australianpottery.net.au,"Holbrook, New South Wales",null,null,https://www.linkedin.com/company/national-museum-of-australian-pottery/,"76 Albury St, Holbrook NSW 2644, Australia",-35.7262746,147.312284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Frankston Historical Society,null,null,null,Museums and Institutions,null,http://frankstonhs.org.au,"Cranbourne Rd , Frankston, Victoria",null,null,https://www.linkedin.com/company/frankston-historical-society/,"Ballam Park Homestead 260R, Cranbourne Rd, Frankston VIC 3199, Australia",-38.152108,145.16048,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Tamworth Powerstation Museum,null,null,null,Museums and Institutions,null,http://tamworthpowerstationmuseum.com.au,"Tamworth, New South Wales",null,null,https://www.linkedin.com/company/tamworth-powerstation-museum/,"216 Peel St, Tamworth NSW 2340, Australia",-31.0871867,150.9269146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Frank Partridge Military Museum,null,null,null,Museums and Institutions,null,http://militarymuseum.org.au,"Bowraville, New South Wales",null,null,https://www.linkedin.com/company/frank-partridge-military-museum/,"29 High St, Bowraville NSW 2449, Australia",-30.646006,152.853345,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Wide Open Road Art,null,"Wide Open Road Art is a museums and institutions company based out of Hargraves St & Mostyn St, Castlemaine, Australia.",null,Museums and Institutions,null,http://wideopenroadart.com,null,null,null,https://www.linkedin.com/company/wide-open-road-art/,"Hargraves St &, Mostyn St, Castlemaine VIC 3450, Australia",-37.065767,144.21932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Getrocked,null,"Getrocked is a museums and institutions company based out of 20 Bridgemary Cres, Girraween, Australia.",null,Museums and Institutions,null,http://getrocked.net.au,null,null,null,https://www.linkedin.com/company/getrocked/,"20 Bridgemary Cres, Girraween NT 0836, Australia",-12.53671,131.1125031,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
thecharmingcollective.com,null,"thecharmingcollective.com is a museums and institutions company based out of 81 Johnston St, Annandale, Australia.",null,Museums and Institutions,null,http://thecharmingcollective.com,null,null,null,https://www.linkedin.com/company/thecharmingcollective.com/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Vidler Art Parlour & Store,null,"Vidler Art Parlour & Store is a museums and institutions company based out of Suite 11/138A Malop St, Geelong, Australia.",null,Museums and Institutions,null,http://vidlerartparlour.com,null,null,null,https://www.linkedin.com/company/vidler-art-parlour-&-store/,"Suite 11/138A Malop St, Geelong VIC 3220, Australia",-38.1484106,144.3635887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dean Sunshine,null,"Dean Sunshine is a museums and institutions company based out of 1/15 Ann St, Brunswick, Australia.",null,Museums and Institutions,null,http://deansunshine.com,null,null,null,https://www.linkedin.com/company/dean-sunshine/,"156 Victoria St, Brunswick VIC 3056, Australia",-37.7681907,144.971258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bacchus Marsh and District Historical Society Inc,null,"We are a volunteer organisation made up of more than 50 members, working to preserve, protect and provide historical information to the public and members. To enable us to sustain our activities and maintain research services we charge modest fees to cover our ongoing operational costs.",null,Museums and Institutions,null,http://bmdhs.org.au,null,null,null,https://www.linkedin.com/company/bacchus-marsh-and-district-historical-society-inc/,"215 Main St, Bacchus Marsh VIC 3340, Australia",-37.676598,144.441477,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Murwillumbah Historical Society,null,"Welcome to the home page of Murwillumbah Historical Society Inc. Formed 16 March 1959, the Society works to research and promote the rich and unique history of the town of Murwillumbah and its surrounds in the picturesque Tweed River Valley of Tweed Shire in the Northern Rivers District of far northern NSW.",null,Museums and Institutions,null,http://murwillumbahhistoricalsociety.org.au,null,null,null,https://www.linkedin.com/company/murwillumbah-historical-society/,"C/- Tweed Regional Museum, 2 Queensland Rd, Murwillumbah NSW 2484, Australia",-28.325662,153.395455,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
